target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
HLA-DPB1,ENSG00000223865,0.012129346607252955,0.012129346607252955,0.0,0.0,0.0,0.0,0.0,0.0,"major histocompatibility complex, class II, DP beta 1"
TSPYL5,ENSG00000180543,0.012127419177452045,0.0,0.0,0.0,0.0,0.012127419177452045,0.0,0.0,TSPY like 5
DEDD2,ENSG00000160570,0.012124943021618935,0.0,0.0,0.0,0.0,0.012124943021618935,0.0,0.0,death effector domain containing 2
TENM4,ENSG00000149256,0.012124914675951004,0.012124914675951004,0.0,0.0,0.0,0.0,0.0,0.0,teneurin transmembrane protein 4
NDUFB6,ENSG00000165264,0.012115191319622996,0.0,0.0,0.0,0.0,0.012115191319622996,0.0,0.0,NADH:ubiquinone oxidoreductase subunit B6
TPP2,ENSG00000134900,0.012109309434890747,0.012109309434890747,0.0,0.0,0.0,0.0,0.0,0.0,tripeptidyl peptidase 2
GALNT18,ENSG00000110328,0.012104247731949767,0.0,0.0,0.0,0.0,0.012104247731949767,0.0,0.0,polypeptide N-acetylgalactosaminyltransferase 18
CHN1,ENSG00000128656,0.012103131422134471,0.0,0.0,0.0,0.0,0.012103131422134471,0.0,0.0,chimerin 1
UBLCP1,ENSG00000164332,0.012101158385213924,0.0,0.0,0.0,0.0,0.012101158385213924,0.0,0.0,ubiquitin like domain containing CTD phosphatase 1
RABGGTA,ENSG00000100949,0.012089259327392939,0.0,0.0,0.0,0.0,0.012089259327392939,0.0,0.0,Rab geranylgeranyltransferase subunit alpha
HLA-DMB,ENSG00000242574,0.01208879635669291,0.01208879635669291,0.0,0.0,0.0,0.0,0.0,0.0,"major histocompatibility complex, class II, DM beta"
TMEM65,ENSG00000164983,0.012081255145810509,0.0,0.0,0.0,0.0,0.012081255145810509,0.0,0.0,transmembrane protein 65
OAT,ENSG00000065154,0.012072729539231131,0.0,0.0,0.0,0.0,0.012072729539231131,0.0,0.0,ornithine aminotransferase
TMEM160,ENSG00000130748,0.012055919734602146,0.0,0.0,0.0,0.0,0.012055919734602146,0.0,0.0,transmembrane protein 160
OGFOD1,ENSG00000087263,0.012055919734602146,0.0,0.0,0.0,0.0,0.012055919734602146,0.0,0.0,2-oxoglutarate and iron dependent oxygenase domain containing 1
ACTR2,ENSG00000138071,0.012053408379666461,0.0,0.0,0.0,0.0,0.012053408379666461,0.0,0.0,actin related protein 2
TUBGCP2,ENSG00000130640,0.012033683342387864,0.0,0.0,0.0,0.0,0.012033683342387864,0.0,0.0,tubulin gamma complex associated protein 2
FBXO28,ENSG00000143756,0.012031564506438166,0.0,0.0,0.0,0.0,0.012031564506438166,0.0,0.0,F-box protein 28
NDUFA12,ENSG00000184752,0.012013686999487044,0.0,0.0,0.0,0.0,0.012013686999487044,0.0,0.0,NADH:ubiquinone oxidoreductase subunit A12
METTL21C,ENSG00000139780,0.011983947828412056,0.011983947828412056,0.0,0.0,0.0,0.0,0.0,0.0,methyltransferase like 21C
MIS12,ENSG00000167842,0.011972025528343188,0.011972025528343188,0.0,0.0,0.0,0.0,0.0,0.0,MIS12 kinetochore complex component
RPS15,ENSG00000115268,0.011971168685113153,0.011971168685113153,0.0,0.0,0.0,0.0,0.0,0.0,ribosomal protein S15
PCSK4,ENSG00000115257,0.011970040549214217,0.011970040549214217,0.0,0.0,0.0,0.0,0.0,0.0,proprotein convertase subtilisin/kexin type 4
NHP2,ENSG00000145912,0.011952669442069528,0.0,0.0,0.0,0.0,0.011952669442069528,0.0,0.0,NHP2 ribonucleoprotein
C11orf49,ENSG00000149179,0.011949688196182251,0.011949688196182251,0.0,0.0,0.0,0.0,0.0,0.0,chromosome 11 open reading frame 49
POSTN,ENSG00000133110,0.011949235842509325,0.0,0.0,0.0,0.0,0.011949235842509325,0.0,0.0,periostin
PWWP3A,ENSG00000160953,0.011938100860587716,0.011938100860587716,0.0,0.0,0.0,0.0,0.0,0.0,"PWWP domain containing 3A, DNA repair factor"
LTBP1,ENSG00000049323,0.011937966021713396,0.0,0.0,0.0,0.0,0.011937966021713396,0.0,0.0,latent transforming growth factor beta binding protein 1
P2RX5,ENSG00000083454,0.011932107793588083,0.0,0.0,0.0,0.0,0.011932107793588083,0.0,0.0,purinergic receptor P2X 5
DDX59,ENSG00000118197,0.01191020808655183,0.0,0.0,0.0,0.0,0.01191020808655183,0.0,0.0,DEAD-box helicase 59
PTBP2,ENSG00000117569,0.011900190054622884,0.0,0.0,0.0,0.0,0.011900190054622884,0.0,0.0,polypyrimidine tract binding protein 2
AC233723.1,ENSG00000262165,0.01189814148367279,0.01189814148367279,0.0,0.0,0.0,0.0,0.0,0.0,novel protein
ZNF629,ENSG00000102870,0.011888360371813178,0.011888360371813178,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 629
ZNF503,ENSG00000165655,0.011880418306575984,0.0,0.0,0.0,0.0,0.011880418306575984,0.0,0.0,zinc finger protein 503
FAM126A,ENSG00000122591,0.01187917114330057,0.0,0.0,0.0,0.0,0.01187917114330057,0.0,0.0,family with sequence similarity 126 member A
AC106881.1,ENSG00000271474,0.011877162096142382,0.0,0.0,0.0,0.0,0.011877162096142382,0.0,0.0,"novel transcript, antisense to UNC5C"
AURKAIP1,ENSG00000175756,0.01187553073104856,0.0,0.0,0.0,0.0,0.01187553073104856,0.0,0.0,aurora kinase A interacting protein 1
NBN,ENSG00000104320,0.011871824463910817,0.0,0.0,0.0,0.0,0.011871824463910817,0.0,0.0,nibrin
MRPL34,ENSG00000130312,0.011868181016502466,0.0,0.0,0.0,0.0,0.011868181016502466,0.0,0.0,mitochondrial ribosomal protein L34
KCNA1,ENSG00000111262,0.011858788465240428,0.0,0.0,0.0,0.0,0.011858788465240428,0.0,0.0,potassium voltage-gated channel subfamily A member 1
USP25,ENSG00000155313,0.011856858402587442,0.0,0.0,0.0,0.0,0.011856858402587442,0.0,0.0,ubiquitin specific peptidase 25
ZC3H7A,ENSG00000122299,0.011856084364288581,0.0,0.0,0.0,0.0,0.011856084364288581,0.0,0.0,zinc finger CCCH-type containing 7A
KLK12,ENSG00000186474,0.01185056587241383,0.01185056587241383,0.0,0.0,0.0,0.0,0.0,0.0,kallikrein related peptidase 12
LANCL1,ENSG00000115365,0.011849483070200909,0.0,0.0,0.0,0.0,0.011849483070200909,0.0,0.0,LanC like 1
JAZF1,ENSG00000153814,0.011846266953766699,0.0,0.0,0.0,0.0,0.011846266953766699,0.0,0.0,JAZF zinc finger 1
ZMAT1,ENSG00000166432,0.011842898529488393,0.0,0.0,0.0,0.0,0.011842898529488393,0.0,0.0,zinc finger matrin-type 1
ST18,ENSG00000147488,0.011841470585959366,0.0,0.0,0.0,0.0,0.011841470585959366,0.0,0.0,ST18 C2H2C-type zinc finger transcription factor
PHLPP2,ENSG00000040199,0.011840809011797638,0.0,0.0,0.0,0.0,0.011840809011797638,0.0,0.0,PH domain and leucine rich repeat protein phosphatase 2
MAP3K9,ENSG00000006432,0.011836620106896342,0.0,0.0,0.0,0.0,0.011836620106896342,0.0,0.0,mitogen-activated protein kinase kinase kinase 9
SGPL1,ENSG00000166224,0.011832661016574514,0.0,0.0,0.0,0.0,0.011832661016574514,0.0,0.0,sphingosine-1-phosphate lyase 1
TRMT10C,ENSG00000174173,0.011820147819373053,0.0,0.0,0.0,0.0,0.011820147819373053,0.0,0.0,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
XIST,ENSG00000229807,0.011780458433194255,0.0,0.0,0.0,0.0,0.011780458433194255,0.0,0.0,X inactive specific transcript
ZFPM2,ENSG00000169946,0.011777625770657335,0.0,0.0,0.0,0.0,0.011777625770657335,0.0,0.0,"zinc finger protein, FOG family member 2"
COQ4,ENSG00000167113,0.011774676980552057,0.0,0.0,0.0,0.0,0.011774676980552057,0.0,0.0,coenzyme Q4
MRPL32,ENSG00000106591,0.011774035866624339,0.0,0.0,0.0,0.0,0.011774035866624339,0.0,0.0,mitochondrial ribosomal protein L32
OR10V1,ENSG00000172289,0.011773250837149859,0.011773250837149859,0.0,0.0,0.0,0.0,0.0,0.0,olfactory receptor family 10 subfamily V member 1
AZGP1,ENSG00000160862,0.011768770041979022,0.011768770041979022,0.0,0.0,0.0,0.0,0.0,0.0,"alpha-2-glycoprotein 1, zinc-binding"
BMERB1,ENSG00000166780,0.011765109434305632,0.0,0.0,0.0,0.0,0.011765109434305632,0.0,0.0,bMERB domain containing 1
HEPACAM,ENSG00000165478,0.011761778345009135,0.0,0.0,0.0,0.0,0.011761778345009135,0.0,0.0,hepatic and glial cell adhesion molecule
HARS1,ENSG00000170445,0.01175703786759794,0.007482361514121294,0.0,0.0,0.0,0.009886447489067616,0.0,0.0,histidyl-tRNA synthetase 1
PABPC1L2B,ENSG00000184388,0.011732892448061315,0.0,0.0,0.0,0.0,0.011732892448061315,0.0,0.0,poly(A) binding protein cytoplasmic 1 like 2B
ZNF512,ENSG00000243943,0.01172802108306008,0.0,0.0,0.0,0.0,0.01172802108306008,0.0,0.0,zinc finger protein 512
GIGYF2,ENSG00000204120,0.011717458837665617,0.011717458837665617,0.0,0.0,0.0,0.0,0.0,0.0,GRB10 interacting GYF protein 2
TTLL7,ENSG00000137941,0.011714312935296508,0.0,0.0,0.0,0.0,0.011714312935296508,0.0,0.0,tubulin tyrosine ligase like 7
AC055839.2,ENSG00000286190,0.011704738976226913,0.011704738976226913,0.0,0.0,0.0,0.0,0.0,0.0,uncharacterized LOC728392
EYA1,ENSG00000104313,0.011696472012776665,0.0,0.0,0.0,0.0,0.011696472012776665,0.0,0.0,EYA transcriptional coactivator and phosphatase 1
ADAMTS8,ENSG00000134917,0.011696085384047851,0.0,0.0,0.0,0.0,0.011696085384047851,0.0,0.0,ADAM metallopeptidase with thrombospondin type 1 motif 8
PPM1F,ENSG00000100034,0.0116844167932868,0.0116844167932868,0.0,0.0,0.0,0.0,0.0,0.0,"protein phosphatase, Mg2+/Mn2+ dependent 1F"
DNAJC8,ENSG00000126698,0.011677725428876013,0.0,0.0,0.0,0.0,0.011677725428876013,0.0,0.0,DnaJ heat shock protein family (Hsp40) member C8
RBMX,ENSG00000147274,0.011670748760311253,0.0,0.0,0.0,0.0,0.011670748760311253,0.0,0.0,RNA binding motif protein X-linked
SLC39A9,ENSG00000029364,0.011664373405351862,0.0,0.0,0.0,0.0,0.011664373405351862,0.0,0.0,solute carrier family 39 member 9
STARD10,ENSG00000214530,0.011656241945056907,0.0,0.0,0.0,0.0,0.011656241945056907,0.0,0.0,StAR related lipid transfer domain containing 10
GDA,ENSG00000119125,0.011643095086129304,0.0,0.0,0.0,0.0,0.011643095086129304,0.0,0.0,guanine deaminase
LATS1,ENSG00000131023,0.01163960744666322,0.0,0.0,0.0,0.0,0.01163960744666322,0.0,0.0,large tumor suppressor kinase 1
YPEL5,ENSG00000119801,0.01163211958793172,0.0,0.0,0.0,0.0,0.01163211958793172,0.0,0.0,yippee like 5
NDUFB9,ENSG00000147684,0.011627424802292508,0.0,0.0,0.0,0.0,0.011627424802292508,0.0,0.0,NADH:ubiquinone oxidoreductase subunit B9
RAB27B,ENSG00000041353,0.011623566880018154,0.0,0.0,0.0,0.0,0.011623566880018154,0.0,0.0,"RAB27B, member RAS oncogene family"
NSA2,ENSG00000164346,0.011597988593402655,0.007590429857373238,0.0,0.0,0.0,0.009700381129059346,0.0,0.0,NSA2 ribosome biogenesis factor
ITPKA,ENSG00000137825,0.011580060913525942,0.0,0.0,0.0,0.0,0.011580060913525942,0.0,0.0,inositol-trisphosphate 3-kinase A
ARMCX2,ENSG00000184867,0.01157995777951721,0.0,0.0,0.0,0.0,0.01157995777951721,0.0,0.0,armadillo repeat containing X-linked 2
GAS1,ENSG00000180447,0.011578801305950098,0.0,0.0,0.0,0.0,0.011578801305950098,0.0,0.0,growth arrest specific 1
SLC16A14,ENSG00000163053,0.011578629221307526,0.0,0.0,0.0,0.0,0.011578629221307526,0.0,0.0,solute carrier family 16 member 14
HTR1E,ENSG00000168830,0.01156526617705822,0.01156526617705822,0.0,0.0,0.0,0.0,0.0,0.0,5-hydroxytryptamine receptor 1E
TUBB6,ENSG00000176014,0.011564456611100012,0.0,0.0,0.0,0.0,0.011564456611100012,0.0,0.0,tubulin beta 6 class V
RCAN2,ENSG00000172348,0.011560529495428988,0.0,0.0,0.0,0.0,0.011560529495428988,0.0,0.0,regulator of calcineurin 2
AL669918.1,ENSG00000250264,0.011558455415070057,0.011558455415070057,0.0,0.0,0.0,0.0,0.0,0.0,"novel protein, TAP2-HLA-DOB readthrough"
SLC2A6,ENSG00000160326,0.01155672237118834,0.0,0.0,0.0,0.0,0.01155672237118834,0.0,0.0,solute carrier family 2 member 6
XRCC5,ENSG00000079246,0.01154968968489208,0.0,0.0,0.0,0.0,0.01154968968489208,0.0,0.0,X-ray repair cross complementing 5
ZNF677,ENSG00000197928,0.011549032709275854,0.0,0.0,0.0,0.0,0.011549032709275854,0.0,0.0,zinc finger protein 677
CUEDC1,ENSG00000180891,0.011540652045773135,0.011540652045773135,0.0,0.0,0.0,0.0,0.0,0.0,CUE domain containing 1
MICALL2,ENSG00000164877,0.011539924799967238,0.0,0.0,0.0,0.0,0.011539924799967238,0.0,0.0,MICAL like 2
TSPAN6,ENSG00000000003,0.011536990372872362,0.0,0.0,0.0,0.0,0.011536990372872362,0.0,0.0,tetraspanin 6
ZFP91,ENSG00000186660,0.011534555538463534,0.0,0.0,0.0,0.0,0.011534555538463534,0.0,0.0,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase"
ECI2,ENSG00000198721,0.01152811192872958,0.0,0.0,0.0,0.0,0.01152811192872958,0.0,0.0,enoyl-CoA delta isomerase 2
TMEM178A,ENSG00000152154,0.011516611011269636,0.0,0.0,0.0,0.0,0.011516611011269636,0.0,0.0,transmembrane protein 178A
PTPRT,ENSG00000196090,0.011511235488829768,0.0,0.0,0.0,0.0,0.011511235488829768,0.0,0.0,protein tyrosine phosphatase receptor type T
RNF126,ENSG00000070423,0.01150696398579735,0.01150696398579735,0.0,0.0,0.0,0.0,0.0,0.0,ring finger protein 126
ASPH,ENSG00000198363,0.011497834882022696,0.0,0.0,0.0,0.0,0.011497834882022696,0.0,0.0,aspartate beta-hydroxylase
ADGRG1,ENSG00000205336,0.011490614774590702,0.0,0.0,0.0,0.0,0.011490614774590702,0.0,0.0,adhesion G protein-coupled receptor G1
POLR3A,ENSG00000148606,0.011473286599944088,0.0,0.0,0.0,0.0,0.011473286599944088,0.0,0.0,RNA polymerase III subunit A
IL31RA,ENSG00000164509,0.011464458726346494,0.010464458726346493,0.0,0.0,0.0,0.0,0.004,0.0,interleukin 31 receptor A
ADIPOR2,ENSG00000006831,0.01146005623536256,0.0,0.0,0.0,0.0,0.01146005623536256,0.0,0.0,adiponectin receptor 2
HNRNPU,ENSG00000153187,0.011455381685274654,0.0,0.0,0.0,0.0,0.009021526741098613,0.0092,0.0,heterogeneous nuclear ribonucleoprotein U
PURA,ENSG00000185129,0.01145087368786335,0.01145087368786335,0.0,0.0,0.0,0.0,0.0,0.0,purine rich element binding protein A
SLC26A2,ENSG00000155850,0.011449238345144644,0.0,0.0,0.0,0.0,0.011449238345144644,0.0,0.0,solute carrier family 26 member 2
ARL8B,ENSG00000134108,0.01144157914231867,0.0,0.0,0.0,0.0,0.01144157914231867,0.0,0.0,ADP ribosylation factor like GTPase 8B
TMEM155,ENSG00000164112,0.011436540732361389,0.0,0.0,0.0,0.0,0.011436540732361389,0.0,0.0,transmembrane protein 155
PURB,ENSG00000146676,0.011435141235373016,0.0,0.0,0.0,0.0,0.011435141235373016,0.0,0.0,purine rich element binding protein B
MPPED2,ENSG00000066382,0.011434631954440782,0.0,0.0,0.0,0.0,0.011434631954440782,0.0,0.0,metallophosphoesterase domain containing 2
SLF1,ENSG00000133302,0.011433924596660311,0.0,0.0,0.0,0.0,0.011433924596660311,0.0,0.0,SMC5-SMC6 complex localization factor 1
TRO,ENSG00000067445,0.011429063199311636,0.0,0.0,0.0,0.0,0.011429063199311636,0.0,0.0,trophinin
ARHGAP42,ENSG00000165895,0.011428730285220897,0.0,0.0,0.0,0.0,0.011428730285220897,0.0,0.0,Rho GTPase activating protein 42
AC123768.4,ENSG00000276724,0.011423124535942252,0.0,0.0,0.0,0.0,0.011423124535942252,0.0,0.0,novel transcript
SPINT2,ENSG00000167642,0.01141334190380429,0.0,0.0,0.0,0.0,0.01141334190380429,0.0,0.0,"serine peptidase inhibitor, Kunitz type 2"
ENTPD6,ENSG00000197586,0.01141076794672812,0.0,0.0,0.0,0.0,0.01141076794672812,0.0,0.0,ectonucleoside triphosphate diphosphohydrolase 6
SCRG1,ENSG00000164106,0.01139670971092616,0.0,0.0,0.0,0.0,0.01139670971092616,0.0,0.0,stimulator of chondrogenesis 1
UNC13C,ENSG00000137766,0.01138954750177034,0.0,0.0,0.0,0.0,0.01138954750177034,0.0,0.0,unc-13 homolog C
EPHB6,ENSG00000106123,0.011386114708630069,0.0,0.0,0.0,0.0,0.011386114708630069,0.0,0.0,EPH receptor B6
PATL1,ENSG00000166889,0.011384442852835895,0.011384442852835895,0.0,0.0,0.0,0.0,0.0,0.0,"PAT1 homolog 1, processing body mRNA decay factor"
OIP5-AS1,ENSG00000247556,0.011378421808564873,0.0,0.0,0.0,0.0,0.011378421808564873,0.0,0.0,OIP5 antisense RNA 1
SPHKAP,ENSG00000153820,0.011373971460292221,0.0,0.0,0.0,0.0,0.011373971460292221,0.0,0.0,"SPHK1 interactor, AKAP domain containing"
LIMD2,ENSG00000136490,0.011373000219464302,0.011373000219464302,0.0,0.0,0.0,0.0,0.0,0.0,LIM domain containing 2
CPSF3,ENSG00000119203,0.011357859949547962,0.0,0.0,0.0,0.0,0.011357859949547962,0.0,0.0,cleavage and polyadenylation specific factor 3
AC010761.1,ENSG00000264577,0.011351657545992405,0.0,0.0,0.0,0.0,0.011351657545992405,0.0,0.0,"novel transcript, antisense to RPL23A"
GTF2E2,ENSG00000197265,0.011331530621412626,0.0030870244777178495,0.0,0.0,0.0,0.010559774501983163,0.0,0.0,general transcription factor IIE subunit 2
ARHGEF9,ENSG00000131089,0.011323727906019952,0.0,0.0,0.0,0.0,0.011323727906019952,0.0,0.0,Cdc42 guanine nucleotide exchange factor 9
AHSP,ENSG00000169877,0.011298095108941197,0.011298095108941197,0.0,0.0,0.0,0.0,0.0,0.0,alpha hemoglobin stabilizing protein
BBS2,ENSG00000125124,0.011297219198134777,0.0,0.0,0.0,0.0,0.011297219198134777,0.0,0.0,Bardet-Biedl syndrome 2
TMEM144,ENSG00000164124,0.011296831428461565,0.0,0.0,0.0,0.0,0.011296831428461565,0.0,0.0,transmembrane protein 144
CMPK1,ENSG00000162368,0.011295263853567829,0.0,0.0,0.0,0.0,0.011295263853567829,0.0,0.0,cytidine/uridine monophosphate kinase 1
SKA2,ENSG00000182628,0.011293334480869222,0.0,0.0,0.0,0.0,0.011293334480869222,0.0,0.0,spindle and kinetochore associated complex subunit 2
NTAN1,ENSG00000157045,0.011293334480869222,0.0,0.0,0.0,0.0,0.011293334480869222,0.0,0.0,N-terminal asparagine amidase
GPM6B,ENSG00000046653,0.01128743204413683,0.0,0.0,0.0,0.0,0.01128743204413683,0.0,0.0,glycoprotein M6B
UNC50,ENSG00000115446,0.01127959172478578,0.0,0.0,0.0,0.0,0.01127959172478578,0.0,0.0,unc-50 inner nuclear membrane RNA binding protein
SMIM10L1,ENSG00000256537,0.011279217858236198,0.0,0.0,0.0,0.0,0.011279217858236198,0.0,0.0,small integral membrane protein 10 like 1
PCSK2,ENSG00000125851,0.011278159113685068,0.0,0.0,0.0,0.0,0.011278159113685068,0.0,0.0,proprotein convertase subtilisin/kexin type 2
MEG3,ENSG00000214548,0.011272540440227654,0.0,0.0,0.0,0.0,0.011272540440227654,0.0,0.0,maternally expressed 3
KCTD4,ENSG00000180332,0.011271506040563059,0.0,0.0,0.0,0.0,0.011271506040563059,0.0,0.0,potassium channel tetramerization domain containing 4
LDB2,ENSG00000169744,0.011264696197857993,0.0,0.0,0.0,0.0,0.011264696197857993,0.0,0.0,LIM domain binding 2
SLC30A9,ENSG00000014824,0.011261073279054533,0.0,0.0,0.0,0.0,0.011261073279054533,0.0,0.0,solute carrier family 30 member 9
WDR60,ENSG00000126870,0.011259728635389982,0.0,0.0,0.0,0.0,0.011259728635389982,0.0,0.0,WD repeat domain 60
LIMS1,ENSG00000169756,0.011255874298512936,0.011255874298512936,0.0,0.0,0.0,0.0,0.0,0.0,LIM zinc finger domain containing 1
TLE4,ENSG00000106829,0.011250718378858694,0.0,0.0,0.0,0.0,0.011250718378858694,0.0,0.0,"TLE family member 4, transcriptional corepressor"
KAT6B,ENSG00000156650,0.011250070068989013,0.0,0.0,0.0,0.0,0.011250070068989013,0.0,0.0,lysine acetyltransferase 6B
EIF3I,ENSG00000084623,0.011248726436072255,0.0,0.0,0.0,0.0,0.011248726436072255,0.0,0.0,eukaryotic translation initiation factor 3 subunit I
ALMS1,ENSG00000116127,0.011247903022178696,0.0,0.0,0.0,0.0,0.011247903022178696,0.0,0.0,ALMS1 centrosome and basal body associated protein
DZIP3,ENSG00000198919,0.011234953006784452,0.0,0.0,0.0,0.0,0.011234953006784452,0.0,0.0,DAZ interacting zinc finger protein 3
FBXO11,ENSG00000138081,0.011216294730703283,0.0,0.0,0.0,0.0,0.011216294730703283,0.0,0.0,F-box protein 11
GET3,ENSG00000198356,0.011195136279177544,0.0,0.0,0.0,0.0,0.011195136279177544,0.0,0.0,"guided entry of tail-anchored proteins factor 3, ATPase"
OSBPL9,ENSG00000117859,0.011194102873606487,0.0,0.0,0.0,0.0,0.011194102873606487,0.0,0.0,oxysterol binding protein like 9
PLPP3,ENSG00000162407,0.011191891750073367,0.0,0.0,0.0,0.0,0.011191891750073367,0.0,0.0,phospholipid phosphatase 3
PAPSS1,ENSG00000138801,0.011191621982715425,0.0,0.0,0.0,0.0,0.011191621982715425,0.0,0.0,3'-phosphoadenosine 5'-phosphosulfate synthase 1
MLF2,ENSG00000089693,0.01117433344876427,0.0,0.0,0.0,0.0,0.01117433344876427,0.0,0.0,myeloid leukemia factor 2
TMEM135,ENSG00000166575,0.011165689709907696,0.0,0.0,0.0,0.0,0.011165689709907696,0.0,0.0,transmembrane protein 135
SLC25A29,ENSG00000197119,0.011165073675388208,0.0,0.0,0.0,0.0,0.011165073675388208,0.0,0.0,solute carrier family 25 member 29
TAF6,ENSG00000106290,0.011156675897331702,0.011156675897331702,0.0,0.0,0.0,0.0,0.0,0.0,TATA-box binding protein associated factor 6
KLK11,ENSG00000167757,0.011150107130460028,0.011150107130460028,0.0,0.0,0.0,0.0,0.0,0.0,kallikrein related peptidase 11
TOMM6,ENSG00000214736,0.011148344725370407,0.011148344725370407,0.0,0.0,0.0,0.0,0.0,0.0,translocase of outer mitochondrial membrane 6
FRS3,ENSG00000137218,0.011148344725370407,0.011148344725370407,0.0,0.0,0.0,0.0,0.0,0.0,fibroblast growth factor receptor substrate 3
NLRC5,ENSG00000140853,0.01113677308105696,0.0,0.0,0.0,0.0,0.01113677308105696,0.0,0.0,NLR family CARD domain containing 5
GOLIM4,ENSG00000173905,0.011134539160569511,0.0,0.0,0.0,0.0,0.011134539160569511,0.0,0.0,golgi integral membrane protein 4
ARMC5,ENSG00000140691,0.01112747099250555,0.01112747099250555,0.0,0.0,0.0,0.0,0.0,0.0,armadillo repeat containing 5
OMG,ENSG00000126861,0.011111419632541683,0.0,0.0,0.0,0.0,0.011111419632541683,0.0,0.0,oligodendrocyte myelin glycoprotein
IRAG1,ENSG00000072952,0.011110345381256388,0.0,0.0,0.0,0.0,0.011110345381256388,0.0,0.0,"inositol 1,4,5-triphosphate receptor associated 1"
EIF4G2,ENSG00000110321,0.011107825281781981,0.0,0.0,0.0,0.0,0.011107825281781981,0.0,0.0,eukaryotic translation initiation factor 4 gamma 2
PCGF5,ENSG00000180628,0.011104159395275523,0.0,0.0,0.0,0.0,0.011104159395275523,0.0,0.0,polycomb group ring finger 5
SLC25A52,ENSG00000141437,0.011097049689851701,0.011097049689851701,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 25 member 52
SMIM19,ENSG00000176209,0.011092065553107025,0.0,0.0,0.0,0.0,0.011092065553107025,0.0,0.0,small integral membrane protein 19
FH,ENSG00000091483,0.011089259459211628,0.0,0.0,0.0,0.0,0.011089259459211628,0.0,0.0,fumarate hydratase
AACS,ENSG00000081760,0.011085374122858049,0.008985374122858047,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,acetoacetyl-CoA synthetase
AC011473.4,ENSG00000269741,0.011082643985800032,0.011082643985800032,0.0,0.0,0.0,0.0,0.0,0.0,novel transcript
KLK9,ENSG00000213022,0.011082643985800032,0.011082643985800032,0.0,0.0,0.0,0.0,0.0,0.0,kallikrein related peptidase 9
FAM240A,ENSG00000283473,0.011078139767050743,0.011078139767050743,0.0,0.0,0.0,0.0,0.0,0.0,family with sequence similarity 240 member A
CAMK1G,ENSG00000008118,0.011053708683784887,0.0,0.0,0.0,0.0,0.011053708683784887,0.0,0.0,calcium/calmodulin dependent protein kinase IG
RNF103,ENSG00000239305,0.011046942195700047,0.0,0.0,0.0,0.0,0.008946942195700046,0.008400000000000001,0.0,ring finger protein 103
ZNF512B,ENSG00000196700,0.011037751324660297,0.0,0.0,0.0,0.0,0.011037751324660297,0.0,0.0,zinc finger protein 512B
ATP2A1-AS1,ENSG00000260442,0.011033886826561999,0.0,0.0,0.0,0.0,0.011033886826561999,0.0,0.0,ATP2A1 antisense RNA 1
AL645941.2,ENSG00000248993,0.011032595997676253,0.011032595997676253,0.0,0.0,0.0,0.0,0.0,0.0,novel  protein
TRIM4,ENSG00000146833,0.011028876903603553,0.011028876903603553,0.0,0.0,0.0,0.0,0.0,0.0,tripartite motif containing 4
NUDT21,ENSG00000167005,0.011024081561997837,0.0,0.0,0.0,0.0,0.011024081561997837,0.0,0.0,nudix hydrolase 21
RNF149,ENSG00000163162,0.011012870965155713,0.0,0.0,0.0,0.0,0.011012870965155713,0.0,0.0,ring finger protein 149
FBXO34,ENSG00000178974,0.01101034638360424,0.0,0.0,0.0,0.0,0.01101034638360424,0.0,0.0,F-box protein 34
CDK10,ENSG00000185324,0.011007342309451027,0.0016720478177303896,0.0,0.0,0.0,0.01058933035501843,0.0,0.0,cyclin dependent kinase 10
SQLE,ENSG00000104549,0.011001344603756477,0.0,0.0,0.0,0.0,0.011001344603756477,0.0,0.0,squalene epoxidase
AARS1,ENSG00000090861,0.010996053615103377,0.0,0.0,0.0,0.0,0.010996053615103377,0.0,0.0,alanyl-tRNA synthetase 1
GHRLOS,ENSG00000240288,0.01099567567803604,0.0,0.0,0.0,0.0,0.01099567567803604,0.0,0.0,ghrelin opposite strand/antisense RNA
HLA-DOA,ENSG00000204252,0.01098101120442152,0.01098101120442152,0.0,0.0,0.0,0.0,0.0,0.0,"major histocompatibility complex, class II, DO alpha"
SLC35B3,ENSG00000124786,0.010979490655720325,0.0,0.0,0.0,0.0,0.010979490655720325,0.0,0.0,solute carrier family 35 member B3
UBALD1,ENSG00000153443,0.010974725528932167,0.0,0.0,0.0,0.0,0.010974725528932167,0.0,0.0,UBA like domain containing 1
AC011195.3,ENSG00000266826,0.010972145039381253,0.010972145039381253,0.0,0.0,0.0,0.0,0.0,0.0,novel protein similar to immunoglobulin (CD79A) binding protein 1 IGBP1
PPIC,ENSG00000168938,0.010967800995832604,0.0,0.0,0.0,0.0,0.010967800995832604,0.0,0.0,peptidylprolyl isomerase C
